Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID,PAYMENTID
,70574,215,1360,2010-06-12 08:51:16.780000,2010-06-12 23:59:59,,,163421,1563,589735,587130
,70573,214,19464,2010-06-12 08:50:43.470000,2010-06-12 23:59:59,,,163420,22398,589737,587129
,70570,211,1590,2010-06-12 08:49:12.500000,2010-06-27 23:59:59,,,163417,1801,589863,615905
,70570,211,1590,2010-06-12 08:49:12.500000,2010-06-27 23:59:59,,,163417,1801,589863,618461
,70571,212,1486,2010-06-12 08:49:18.437000,2010-06-27 23:59:59,,,163418,1692,589864,611832
,70674,220,1333,2010-06-14 10:15:09.797000,2010-06-13 23:59:59,,,163553,1536,590027,587510
,70676,222,1365,2010-06-14 10:15:25.093000,2010-06-13 23:59:59,,,163555,1568,590028,587512
,70678,224,1357,2010-06-14 10:15:36.687000,2010-06-14 23:59:59,,,163557,1560,590151,587514
,70673,219,1386,2010-06-14 10:15:04.733000,2010-06-14 23:59:59,,,163552,1590,590152,587509
,70677,223,1391,2010-06-14 10:15:30.877000,2010-06-14 23:59:59,,,163556,1595,590153,587513
,70675,221,19519,2010-06-14 10:15:15.877000,2010-06-14 23:59:59,,,163554,22636,590157,587511
,70670,216,1495,2010-06-14 10:13:23.860000,2010-06-29 23:59:59,,,163549,8222,590345,614041
,70671,217,1511,2010-06-14 10:13:28.890000,2010-06-28 23:59:59,,,163550,1717,590346,612354
,70828,225,1554,2010-06-16 09:16:12.890000,2010-06-16 23:59:59,,,163755,1763,592166,588380
,70833,226,1593,2010-06-16 09:41:16.640000,2010-07-01 00:00:00,,,163766,1804,592426,591913
,70834,227,1403,2010-06-16 09:41:20.157000,2010-07-01 00:00:00,,,163767,1604,592427,768747
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179324,1604,592427,768747
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198667,1604,592427,768747
,70834,227,1403,2010-06-16 09:41:20.157000,2010-07-01 00:00:00,,,163768,1608,592428,768748
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179327,1608,592428,768748
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198674,1608,592428,768748
,70835,228,1400,2010-06-16 09:41:24.077000,2010-07-01 00:00:00,,,163769,1605,592429,613452
,70836,229,1375,2010-06-16 09:41:29.047000,2010-07-01 00:00:00,,,163770,1578,592430,612315
,70837,230,1299,2010-06-16 09:41:32.360000,2010-07-01 00:00:00,,,163771,1502,592431,617548
,70838,231,1433,2010-06-16 09:41:35.687000,2010-07-01 00:00:00,,,163772,1639,592432,591593
,70969,235,1550,2010-06-17 08:25:57.037000,2010-06-17 23:59:59,,,164158,1758,592772,588753
,70970,236,1310,2010-06-17 08:26:34.193000,2010-06-17 23:59:59,,,164159,1806,592774,588754
,70966,232,1449,2010-06-17 08:25:25.803000,2010-07-02 23:59:59,,,164155,1655,592920,611302
,70968,234,1444,2010-06-17 08:25:40.583000,2010-07-02 23:59:59,,,164157,1650,592921,614791
,71111,241,1341,2010-06-18 08:16:20.270000,2010-06-18 23:59:59,,,164453,1544,593264,589726
,71112,242,1525,2010-06-18 08:16:38.070000,2010-06-18 23:59:59,,,164454,1781,593268,589727
,71108,238,28665,2010-06-18 08:15:14.600000,2010-06-19 23:59:59,,,164450,33092,593413,589765
,71109,239,1501,2010-06-18 08:15:17.803000,2010-07-03 23:59:59,,,164451,1707,593414,611806
,81681,291,28665,2010-07-05 08:03:14.573000,2010-07-19 23:59:59,,,178049,33092,593430,589766
,81681,291,28665,2010-07-05 08:03:14.573000,2010-07-19 23:59:59,,,178049,33092,593430,635984
,71155,246,1344,2010-06-19 08:19:56.427000,2010-06-19 23:59:59,,,164510,1547,593659,590200
,71154,245,1363,2010-06-19 08:19:25.303000,2010-06-19 23:59:59,,,164509,1566,593660,590199
,71152,243,1440,2010-06-19 08:18:17.490000,2010-06-19 23:59:59,,,164507,1646,593662,590197
,81146,280,1478,2010-07-01 09:19:39.907000,2010-06-19 23:59:59,,,177434,1684,593663,613449
,71157,248,1505,2010-06-19 08:20:28.850000,2010-06-19 23:59:59,,,164512,1711,593664,590202
,71156,247,1537,2010-06-19 08:20:12.757000,2010-06-19 23:59:59,,,164511,1744,593665,590201
,71153,244,1292,2010-06-19 08:18:46.130000,2010-06-19 23:59:59,,,164508,1820,593668,590198
,71241,249,1325,2010-06-21 09:03:07.507000,2010-07-06 23:59:59,,,164617,1528,594391,614549
,71242,250,1598,2010-06-21 09:03:12.787000,2010-07-06 23:59:59,,,164618,1810,594392,616427
,71243,251,1392,2010-06-21 09:03:37.223000,2010-07-05 23:59:59,,,164619,1596,594393,615892
,71244,252,1417,2010-06-21 09:03:40.553000,2010-07-06 23:59:59,,,164620,1623,594394,622314
,71245,253,7681,2010-06-21 09:03:43.803000,2010-07-06 23:59:59,,,164621,1749,594395,616642
,71432,256,1464,2010-06-22 08:23:29.377000,2010-06-22 23:59:59,,,165602,1670,594840,591126
,71430,254,1605,2010-06-22 08:22:53.360000,2010-07-07 23:59:59,,,165600,1817,594980,617402
,71431,255,1604,2010-06-22 08:22:58.780000,2010-07-07 23:59:59,,,165601,1816,594981,614497
,71530,257,1295,2010-06-23 10:34:01.517000,2010-07-08 23:59:59,,,165738,1825,595441,614144
,71656,260,1377,2010-06-24 08:10:54.563000,2010-06-24 23:59:59,,,165990,1580,595716,591844
,71657,261,1310,2010-06-24 08:11:10.767000,2010-06-24 23:59:59,,,165991,1602,595717,591845
,71655,259,1421,2010-06-24 08:10:38.703000,2010-06-24 23:59:59,,,165989,1627,595718,591843
,71654,258,19424,2010-06-24 08:09:59.313000,2010-07-09 23:59:59,,,165988,22314,595869,620402
,71708,264,1543,2010-06-25 08:10:45.297000,2010-06-25 23:59:59,,,166069,1751,596209,592231
,81146,280,1478,2010-07-01 09:19:39.907000,2010-06-19 23:59:59,,,177435,1684,596211,613450
,71706,262,1602,2010-06-25 08:10:22.987000,2010-07-10 23:59:59,,,166067,1814,596339,612353
,71707,263,1405,2010-06-25 08:10:27.720000,2010-07-10 23:59:59,,,166068,1610,596340,615581
,80719,266,1305,2010-06-26 10:47:03.217000,2010-06-26 23:59:59,,,176875,1508,614475,611261
,80718,265,28786,2010-06-26 10:46:57.763000,2010-06-26 23:59:59,,,176874,33222,614479,611260
,80797,272,1418,2010-06-28 09:17:57.200000,2010-06-27 23:59:59,,,176977,1624,614886,611668
,80794,269,1431,2010-06-28 09:17:40.263000,2010-06-27 23:59:59,,,176974,1637,614887,611665
,80796,271,1555,2010-06-28 09:17:50.637000,2010-06-27 23:59:59,,,176976,1764,614889,611667
,80795,270,40293,2010-06-28 09:17:45.717000,2010-06-27 23:59:59,,,176975,33237,614892,611666
,80801,276,1310,2010-06-28 09:18:21.387000,2010-06-28 23:59:59,,,176981,1513,615070,611672
,80798,273,1342,2010-06-28 09:18:05.903000,2010-06-28 23:59:59,,,176978,1545,615071,611669
,80802,277,1469,2010-06-28 09:18:26.263000,2010-06-28 23:59:59,,,176982,1675,615073,611673
,80799,274,1497,2010-06-28 09:18:10.810000,2010-06-28 23:59:59,,,176979,1703,615074,611670
,80800,275,1525,2010-06-28 09:18:16.403000,2010-06-28 23:59:59,,,176980,1732,615076,611671
,81948,311,27285,2010-07-07 11:03:14.640000,2010-07-22 23:59:59,,,178434,31594,615081,619531
,80792,267,1378,2010-06-28 09:16:25.323000,2010-07-12 23:59:59,,,176972,1581,615288,618695
,80792,267,1378,2010-06-28 09:16:25.323000,2010-07-12 23:59:59,,,176972,1581,615288,619533
,80793,268,1436,2010-06-28 09:16:29.730000,2010-07-12 23:59:59,,,176973,1642,615289,657640
,81147,281,1309,2010-07-01 09:19:44.673000,2010-07-01 00:00:00,,,177436,1512,617020,613451
,81151,285,1330,2010-07-01 09:20:15.577000,2010-07-01 00:00:00,,,177440,1533,617022,613456
,81148,282,1339,2010-07-01 09:19:54.780000,2010-07-01 00:00:00,,,177437,1542,617023,613453
,81153,287,1345,2010-07-01 09:20:24.890000,2010-07-01 00:00:00,,,177442,1548,617024,613458
,81145,279,1371,2010-07-01 09:19:34.563000,2010-07-01 00:00:00,,,177431,1574,617027,613446
,81152,286,1508,2010-07-01 09:20:20.280000,2010-07-01 00:00:00,,,177441,1714,617036,613457
,81150,284,1605,2010-07-01 09:20:10.797000,2010-07-01 00:00:00,,,177439,1822,617043,613455
,81149,283,27505,2010-07-01 09:20:05.157000,2010-07-01 23:59:59,,,177438,31867,617045,613454
,81517,289,1319,2010-07-02 08:27:41.640000,2010-07-02 23:59:59,,,177847,1522,619267,614458
,81516,288,1529,2010-07-02 08:27:12.267000,2010-07-02 23:59:59,,,177846,1736,619271,614457
,82251,326,29809,2010-07-12 10:49:35.747000,2010-07-02 23:59:59,,,178868,34518,619274,619583
,82251,326,29809,2010-07-12 10:49:35.747000,2010-07-02 23:59:59,,,178868,34518,619274,620408
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178786,1540,619275,620339
,81689,299,1315,2010-07-05 08:06:14.090000,2010-07-03 23:59:59,,,178057,1518,619780,615893
,81692,302,1390,2010-07-05 08:07:01.230000,2010-07-03 23:59:59,,,178060,1594,619781,615896
,81690,300,1595,2010-07-05 08:06:30.057000,2010-07-03 23:59:59,,,178058,1807,619785,615894
,81693,303,1601,2010-07-05 08:07:15.417000,2010-07-03 23:59:59,,,178061,1813,619786,615897
,81691,301,1376,2010-07-05 08:06:44.293000,2010-07-04 23:59:59,,,178059,1579,620116,615895
,81694,304,1380,2010-07-05 08:07:29.853000,2010-07-04 23:59:59,,,178062,1583,620117,615898
,81686,296,1388,2010-07-05 08:05:11.700000,2010-07-04 23:59:59,,,178054,1592,620118,615889
,81695,305,1472,2010-07-05 08:07:44.747000,2010-07-04 23:59:59,,,178063,1678,620119,615899
,81688,298,1567,2010-07-05 08:05:43.887000,2010-07-04 23:59:59,,,178056,1776,620122,615891
,81685,295,29853,2010-07-05 08:04:51.887000,2010-07-04 23:59:59,,,178053,34564,620127,615888
,81684,294,29853,2010-07-05 08:04:34.073000,2010-07-04 23:59:59,,,178052,34581,620128,615887
,81687,297,1340,2010-07-05 08:05:27.870000,2010-07-05 23:59:59,,,178055,1757,620314,615890
,81680,290,1322,2010-07-05 08:03:09.043000,2010-07-20 23:59:59,,,178048,1525,620533,620401
,81682,292,1468,2010-07-05 08:03:40.387000,2010-07-20 23:59:59,,,178050,1674,620534,636403
,81683,293,1520,2010-07-05 08:03:44.230000,2010-07-19 23:59:59,,,178051,1726,620535,621671
,81869,308,1356,2010-07-06 07:57:35.823000,2010-07-06 23:59:59,,,178284,1559,620751,616426
,81867,306,1329,2010-07-06 07:56:13.450000,2010-07-21 23:59:59,,,178282,1532,621183,730933
,81868,307,1303,2010-07-06 07:56:18.387000,2010-07-21 23:59:59,,,178283,1506,621184,658116
,81950,313,1404,2010-07-07 11:09:40.907000,2010-07-07 23:59:59,,,178437,1609,621438,617403
,81949,312,1539,2010-07-07 11:09:29.937000,2010-07-07 23:59:59,,,178436,1746,621440,617401
,81951,314,1310,2010-07-07 11:09:46.297000,2010-07-07 23:59:59,,,178438,1789,621442,617404
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179325,1604,621448,768749
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198668,1604,621448,768749
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179328,1608,621449,768750
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198675,1608,621449,768750
,81946,309,31001,2010-07-07 11:03:06.703000,2010-07-22 23:59:59,,,178431,35771,621652,621633
,81947,310,1441,2010-07-07 11:03:11.470000,2010-07-22 23:59:59,,,178432,1647,621653,661992
,81948,311,27285,2010-07-07 11:03:14.640000,2010-07-22 23:59:59,,,178435,31594,621654,737721
,82016,315,1448,2010-07-08 09:22:20.627000,2010-07-08 23:59:59,,,178523,1654,621779,617820
,82017,316,1605,2010-07-08 09:22:26.127000,2010-07-08 23:59:59,,,178524,1823,621780,617821
,82057,318,1460,2010-07-09 09:29:05.220000,2010-07-09 23:59:59,,,178577,1666,622161,618472
,82056,317,1595,2010-07-09 09:28:59.843000,2010-07-09 23:59:59,,,178576,34668,622162,618471
,82118,319,1408,2010-07-10 09:34:29.153000,2010-07-10 23:59:59,,,178658,1613,622584,619050
,82119,320,1455,2010-07-10 09:34:37.263000,2010-07-10 23:59:59,,,178659,1661,622586,619051
,82210,324,19380,2010-07-12 08:32:16.310000,2010-07-11 23:59:59,,,178791,21987,622964,619513
,82211,325,1360,2010-07-12 08:32:34.980000,2010-07-12 23:59:59,,,178792,1563,623451,619514
,82209,323,19464,2010-07-12 08:31:56.793000,2010-07-12 23:59:59,,,178790,22398,623459,619512
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178787,1540,623465,620340
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178787,1540,623465,657486
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178788,1540,623615,657487
,82208,322,1486,2010-07-12 08:30:59.827000,2010-07-27 23:59:59,,,178789,1692,623616,737343
,92271,379,1378,2010-07-28 09:22:06.063000,2010-08-12 23:59:59,,,195891,1581,623639,619534
,92271,379,1378,2010-07-28 09:22:06.063000,2010-08-12 23:59:59,,,195891,1581,623639,743190
,82316,329,1365,2010-07-13 09:43:10.810000,2010-07-13 23:59:59,,,178967,1568,623977,620335
,82315,328,1333,2010-07-13 09:43:05.513000,2010-07-13 23:59:59,,,178966,1536,623979,620334
,82314,327,1511,2010-07-13 09:42:26.810000,2010-07-28 23:59:59,,,178965,1717,624151,735971
,82385,331,1386,2010-07-14 09:29:01.827000,2010-07-14 23:59:59,,,179068,1590,624800,621188
,82387,333,1391,2010-07-14 09:29:15.343000,2010-07-14 23:59:59,,,179070,1595,624801,621190
,82386,332,19519,2010-07-14 09:29:06.547000,2010-07-14 23:59:59,,,179069,22636,624802,621189
,82388,334,1357,2010-07-14 09:29:20.517000,2010-07-14 23:59:59,,,179071,1560,624803,621191
,82384,330,1495,2010-07-14 09:28:20.843000,2010-07-29 23:59:59,,,179067,8222,624974,737711
,82524,335,1554,2010-07-16 09:35:13.563000,2010-07-16 23:59:59,,,179242,1763,625538,622020
,82586,342,1550,2010-07-17 08:41:56.673000,2010-07-17 23:59:59,,,179336,1758,626115,622540
,82587,343,1310,2010-07-17 08:42:01.657000,2010-07-17 23:59:59,,,179337,1806,626116,622541
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179326,1604,626118,768751
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198669,1604,626118,768751
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179329,1608,626119,768752
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198676,1608,626119,768752
,82580,336,1593,2010-07-17 08:39:29.343000,2010-08-01 00:00:00,,,179323,1804,626274,735970
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179330,1604,626275,768753
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198670,1604,626275,768753
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179331,1608,626276,768754
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198677,1608,626276,768754
,82582,338,1400,2010-07-17 08:39:36.203000,2010-08-01 00:00:00,,,179332,1605,626277,739162
,82583,339,1375,2010-07-17 08:39:38.923000,2010-08-01 00:00:00,,,179333,1578,626278,737127
,82584,340,1299,2010-07-17 08:39:41.827000,2010-08-01 00:00:00,,,179334,1502,626279,739295
,82585,341,1433,2010-07-17 08:39:45.250000,2010-08-01 00:00:00,,,179335,1639,626280,730355
,82744,349,1440,2010-07-19 08:13:19.470000,2010-07-18 23:59:59,,,179602,1818,626539,622976
,82747,352,1341,2010-07-19 08:14:05.173000,2010-07-18 23:59:59,,,179605,1544,626542,622979
,82750,355,1525,2010-07-19 08:14:47.890000,2010-07-18 23:59:59,,,179608,1781,626544,622982
,92272,380,1436,2010-07-28 09:22:10.907000,2010-08-12 23:59:59,,,195892,1642,626547,752089
,82745,350,1292,2010-07-19 08:13:34.530000,2010-07-19 23:59:59,,,179603,1820,626755,622977
,82743,348,1356,2010-07-19 08:13:01.907000,2010-07-19 23:59:59,,,179601,35719,626757,622975
,82748,353,1344,2010-07-19 08:14:18.280000,2010-07-19 23:59:59,,,179606,1547,626758,622980
,82746,351,1363,2010-07-19 08:13:50.593000,2010-07-19 23:59:59,,,179604,1566,626759,622978
,82751,356,1505,2010-07-19 08:15:01.687000,2010-07-19 23:59:59,,,179609,1711,626760,622983
,91488,364,1478,2010-07-23 09:38:08.140000,2010-07-19 23:59:59,,,194636,1684,626761,729955
,82749,354,1537,2010-07-19 08:14:33.437000,2010-07-19 23:59:59,,,179607,1744,626763,622981
,82739,344,29809,2010-07-19 08:12:32.063000,2010-08-02 23:59:59,,,179597,34518,626929,744455
,82740,345,1449,2010-07-19 08:12:36.140000,2010-08-02 23:59:59,,,179598,1655,626930,737723
,82741,346,1501,2010-07-19 08:12:38.983000,2010-08-03 23:59:59,,,179599,1707,626931,745444
,82742,347,1358,2010-07-19 08:12:41.797000,2010-08-02 23:59:59,,,179600,1561,626932,737947
,94014,423,1337,2010-08-11 09:28:43.110000,2010-08-26 23:59:59,,,197966,1540,660579,657488
,94014,423,1337,2010-08-11 09:28:43.110000,2010-08-26 23:59:59,,,197966,1540,660579,777849
,84834,357,1392,2010-07-21 08:13:36.907000,2010-08-05 23:59:59,,,183499,1596,661522,743633
,84905,361,1464,2010-07-22 09:15:51,2010-07-22 23:59:59,,,183581,1670,666307,661991
,84902,358,1325,2010-07-22 09:15:18.267000,2010-08-06 23:59:59,,,183578,1528,666480,746382
,84903,359,1598,2010-07-22 09:15:22.627000,2010-08-06 23:59:59,,,183579,1810,666481,744440
,84904,360,7681,2010-07-22 09:15:25.827000,2010-08-06 23:59:59,,,183580,1749,666482,740549
,91486,362,1605,2010-07-23 09:37:23.360000,2010-08-07 23:59:59,,,194634,1817,733362,745253
,91487,363,1604,2010-07-23 09:37:27.983000,2010-08-07 23:59:59,,,194635,1816,733363,739298
,91533,367,1377,2010-07-24 08:46:37.720000,2010-07-24 23:59:59,,,194700,1580,733676,730521
,91534,368,1310,2010-07-24 08:46:42.390000,2010-07-24 23:59:59,,,194701,1602,733677,730522
,91532,366,1421,2010-07-24 08:46:32.843000,2010-07-24 23:59:59,,,194699,1627,733678,730520
,91531,365,1295,2010-07-24 08:45:22.423000,2010-08-08 23:59:59,,,194698,1825,733860,745426
,91607,372,1543,2010-07-26 08:24:25.797000,2010-07-25 23:59:59,,,194813,1751,734048,730932
,91609,374,1305,2010-07-26 08:25:15.360000,2010-07-26 23:59:59,,,194815,1508,734223,730935
,91608,373,28786,2010-07-26 08:24:59.233000,2010-07-26 23:59:59,,,194814,33222,734229,730934
,91604,369,1602,2010-07-26 08:24:02.453000,2010-08-10 23:59:59,,,194810,1814,734424,742955
,91605,370,1405,2010-07-26 08:24:05.640000,2010-08-10 23:59:59,,,194811,1610,734425,743118
,91606,371,19424,2010-07-26 08:24:08.563000,2010-08-09 23:59:59,,,194812,22314,734426,748241
,92220,378,1418,2010-07-27 09:51:46.423000,2010-07-27 23:59:59,,,195810,1624,738785,735598
,92217,375,1431,2010-07-27 09:51:29.453000,2010-07-27 23:59:59,,,195807,1637,738786,735595
,92219,377,1555,2010-07-27 09:51:39.360000,2010-07-27 23:59:59,,,195809,1764,738788,735597
,92218,376,40293,2010-07-27 09:51:34.827000,2010-07-27 23:59:59,,,195808,33237,738791,735596
,92276,384,1310,2010-07-28 09:23:20.657000,2010-07-28 23:59:59,,,195897,1513,739384,736167
,92273,381,1342,2010-07-28 09:23:03.970000,2010-07-28 23:59:59,,,195894,1545,739385,736164
,92277,385,1469,2010-07-28 09:23:25.860000,2010-07-28 23:59:59,,,195898,1675,739387,736168
,92274,382,1497,2010-07-28 09:23:09.203000,2010-07-28 23:59:59,,,195895,1703,739388,736165
,92275,383,1525,2010-07-28 09:23:14.703000,2010-07-28 23:59:59,,,195896,1732,739390,736166
,93735,413,27285,2010-08-07 08:58:34.890000,2010-08-22 23:59:59,,,197594,31594,739394,754282
,92272,380,1436,2010-07-28 09:22:10.907000,2010-08-12 23:59:59,,,195893,1642,739632,752090
,92476,386,1518,2010-07-31 08:22:02.883000,2010-08-15 23:59:59,,,196161,1724,741794,778026
,96102,489,1518,2010-08-31 09:43:46.670000,2010-09-15 23:59:59,,,202422,1724,741794,778026
,92542,388,1309,2010-08-02 08:03:14.260000,2010-08-01 00:00:00,,,196245,1512,742413,739160
,92544,390,1339,2010-08-02 08:04:18.710000,2010-08-01 00:00:00,,,196247,1542,742416,739163
,92548,394,1345,2010-08-02 08:04:56.633000,2010-08-01 00:00:00,,,196251,1548,742417,739167
,92543,389,1371,2010-08-02 08:03:35.010000,2010-08-01 00:00:00,,,196246,1574,742420,739161
,92546,392,1508,2010-08-02 08:04:47.617000,2010-08-01 00:00:00,,,196249,1714,742428,739165
,92545,391,1605,2010-08-02 08:04:42.663000,2010-08-01 00:00:00,,,196248,1822,742434,739164
,92547,393,1319,2010-08-02 08:04:52.023000,2010-08-02 23:59:59,,,196250,1522,745667,739166
,92541,387,1529,2010-08-02 08:02:52.133000,2010-08-02 23:59:59,,,196244,1736,745669,739158
,93231,395,1315,2010-08-03 09:21:50.437000,2010-08-03 23:59:59,,,197006,1518,746465,741034
,93232,396,1390,2010-08-03 09:21:55.687000,2010-08-03 23:59:59,,,197007,1594,746466,741035
,93233,397,1601,2010-08-03 09:22:00.327000,2010-08-03 23:59:59,,,197008,1813,746471,741036
,93541,402,1376,2010-08-04 09:22:43.907000,2010-08-04 23:59:59,,,197325,1579,747244,742626
,93542,403,1380,2010-08-04 09:22:55.203000,2010-08-04 23:59:59,,,197326,1583,747245,742627
,93539,400,1388,2010-08-04 09:22:33.843000,2010-08-04 23:59:59,,,197323,1592,747246,742624
,93543,404,1472,2010-08-04 09:22:59.813000,2010-08-04 23:59:59,,,197327,1678,747247,742628
,93540,401,1567,2010-08-04 09:22:38.703000,2010-08-04 23:59:59,,,197324,1776,747249,742625
,93538,399,29853,2010-08-04 09:22:28.377000,2010-08-04 23:59:59,,,197322,34564,747254,742623
,93537,398,28665,2010-08-04 09:20:54.733000,2010-08-19 23:59:59,,,197321,33092,747505,751913
,95887,482,1378,2010-08-28 08:11:55.377000,2010-09-12 23:59:59,,,202124,1581,747656,743191
,95887,482,1378,2010-08-28 08:11:55.377000,2010-09-12 23:59:59,,,202124,1581,747656,769250
,93623,407,1340,2010-08-05 10:07:20.627000,2010-08-05 23:59:59,,,197450,1757,747758,743632
,93621,405,1322,2010-08-05 10:05:08.377000,2010-08-20 23:59:59,,,197448,1525,748000,748233
,93622,406,1468,2010-08-05 10:05:12.267000,2010-08-20 23:59:59,,,197449,1674,748001,752482
,94928,450,1440,2010-08-18 16:38:33.167000,2010-08-18 23:59:59,,,200396,1818,748038,743773
,94928,450,1440,2010-08-18 16:38:33.167000,2010-08-18 23:59:59,,,200396,1818,748038,751916
,93683,410,1356,2010-08-06 08:07:34.720000,2010-08-06 23:59:59,,,197531,1559,748255,744439
,93681,408,1329,2010-08-06 08:07:04.110000,2010-08-21 23:59:59,,,197529,1532,748772,753615
,93682,409,1303,2010-08-06 08:07:09.640000,2010-08-21 23:59:59,,,197530,1506,748773,814093
,97299,516,1303,2010-09-06 08:58:32.387000,2010-09-21 23:59:59,,,203797,1506,748773,814093
